title,link,platform,release_date,meta_score,user_score,developer,publisher,genre,esrb_rating
Hello Neighbor,/game/switch/hello-neighbor,Switch,27-Jul-18,39,4.3,tinyBuild,tinyBuild,"Adventure, 3D, First-Person",E10+
Coffeetime Crosswords,/game/xbox-360/coffeetime-crosswords,Xbox 360,16-Jul-08,39,3.4,"Voltex, Inc.",Konami,"Miscellaneous, Puzzle, Puzzle, General, Puzzle, Logic, General",E
Ju-on: The Grudge,/game/wii/ju-on-the-grudge,Wii,13-Oct-09,39,5.4,FeelPlus,XSEED Games,"Action Adventure, Horror, Horror, Survival",M
Thor: God of Thunder,/game/playstation-3/thor-god-of-thunder,PlayStation 3,3-May-11,39,4.5,Liquid Entertainment,Sega,"Action, General, General",T
R.I.P.D. The Game,/game/xbox-360/ripd-the-game,Xbox 360,17-Jul-13,39,3.4,Old School Games,Atlus,"Action, General, General, Shooter, Third-Person, Sci-Fi, Arcade",T
Raven Squad: Operation Hidden Dagger,/game/pc/raven-squad-operation-hidden-dagger,PC,25-Aug-09,39,3.1,Atomic Motion,Evolved Games,"Action, Shooter, General, First-Person, Modern",T
"Monsters, Inc. Scream Arena",/game/gamecube/monsters-inc-scream-arena,GameCube,14-Sep-02,39,6,Radical Entertainment,THQ,"Action, Platformer, 3D",E
Anacapri: The Dream,/game/pc/anacapri-the-dream,PC,12-Sep-07,39,4.2,S&G Software,Got Game Entertainment,"Adventure, General, General",E10+
Onechanbara: Bikini Samurai Squad,/game/xbox-360/onechanbara-bikini-samurai-squad,Xbox 360,10-Feb-09,39,6.3,Tamsoft,D3Publisher,"Action, Beat-'Em-Up, Beat-'Em-Up, 2D, 3D",M
Tony Hawk's Motion,/game/ds/tony-hawks-motion,DS,18-Nov-08,39,tbd,Creat Studios,Activision,"Sports, Alternative, Individual, Skateboarding, Skateboarding, Skate / Skateboard",E
The Mummy: Tomb of the Dragon Emperor,/game/wii/the-mummy-tomb-of-the-dragon-emperor,Wii,22-Jul-08,39,6.4,"Eurocom Entertainment Software, Eurocom",Sierra Entertainment,"Action Adventure, Fantasy, General, Fantasy",T
Cartoon Network Racing,/game/playstation-2/cartoon-network-racing,PlayStation 2,4-Dec-06,39,6.5,Eutechnyx,The Game Factory,"Driving, Racing, Arcade",E
The Deer God,/game/switch/the-deer-god,Switch,21-Dec-17,39,2.8,Cinopt Studios LLC,Cinopt Studios LLC,"Action, Platformer, 2D",T
Coffee Tycoon,/game/pc/coffee-tycoon,PC,11-Sep-06,39,4.7,Anarchy Enterprises,Tri Synergy,"Strategy, Tycoon, Tycoon",E
Remothered: Broken Porcelain,/game/pc/remothered-broken-porcelain,PC,13-Oct-20,39,5.4,Stormind Games,Modus Games,"Adventure, 3D, First-Person",M
Universal Studios Theme Parks Adventure,/game/gamecube/universal-studios-theme-parks-adventure,GameCube,18-Dec-01,39,3.2,Kemco,Kemco,"Miscellaneous, Party",T
Resident Evil: Survivor,/game/playstation/resident-evil-survivor,PlayStation,30-Aug-00,39,6.1,Capcom,Capcom,"Action Adventure, Horror",M
Realms of Ancient War,/game/pc/realms-of-ancient-war,PC,4-Oct-12,39,4.6,Wizarbox,Focus Home Interactive,"Action Adventure, Fantasy, General, Fantasy",T
Inkheart,/game/ds/inkheart,DS,12-Jan-09,39,2.2,Dreamcatcher,DreamCatcher Interactive,"Adventure, General, General",E
Tony Hawk's Pro Skater 5,/game/xbox-one/tony-hawks-pro-skater-5,Xbox One,29-Sep-15,39,2.1,Robomodo,Activision,"Sports, Individual, Skate / Skateboard",T
Turn It Around,/game/ds/turn-it-around,DS,28-Aug-07,39,tbd,"Taito Corporation, 505 Games",Majesco Games,"Action, General, General",E
Pacific Rim,/game/xbox-360/pacific-rim,Xbox 360,12-Jul-13,39,4.8,Yuke's,Yuke's,"Action, General, General",E10+
Alone in the Dark,/game/wii/alone-in-the-dark,Wii,23-Jun-08,39,4.5,Hydravision,Atari,"Action Adventure, Horror, Horror, Survival",M
Star Wars: Flight of the Falcon,/game/game-boy-advance/star-wars-flight-of-the-falcon,Game Boy Advance,18-Nov-03,39,5.9,Pocket Studios,THQ,"Action, Shooter, Scrolling",E
Putty Squad,/game/playstation-4/putty-squad,PlayStation 4,11-Mar-14,38,3,System 3,Maximum Games,"Action, Platformer, Platformer, 2D, 2D",E10+
Motocross Mania 3,/game/xbox/motocross-mania-3,Xbox,27-Apr-05,38,3.3,Deibus Studios,2K Games,"Driving, Racing, Motorcycle, Motocross",T
Burnout Legends,/game/ds/burnout-legends,DS,29-Nov-05,38,6.1,Visual Impact,EA Games,"Driving, Racing, Arcade, Arcade, Automobile",E
Dead or Alive Paradise,/game/psp/dead-or-alive-paradise,PSP,30-Mar-10,38,5.8,"Team Ninja, Tecmo",Tecmo,"Action, General, General",M
Battleship,/game/xbox-360/battleship,Xbox 360,15-May-12,38,1.9,Double Helix Games,Activision,"Action, Miscellaneous, Board Games, Shooter, Board Games, First-Person, Tactical",T
Battle: Los Angeles,/game/pc/battle-los-angeles,PC,11-Mar-11,38,3.1,Saber Interactive,Konami,"Action, Shooter, Shooter, First-Person, Sci-Fi, Sci-Fi, Arcade",T
Attack of the Movies 3D,/game/xbox-360/attack-of-the-movies-3d,Xbox 360,18-May-10,38,1.7,Panic Button,Majesco Games,"Action, General, General",T
Painkiller: Resurrection,/game/pc/painkiller-resurrection,PC,27-Oct-09,38,4.2,Homegrown Games,DreamCatcher Interactive,"Action, Shooter, Shooter, First-Person, Fantasy, Arcade",M
Umbrella Corps,/game/playstation-4/umbrella-corps,PlayStation 4,21-Jun-16,38,2.5,Capcom,Capcom,"Action, Shooter, Third-Person, Tactical",M
G.I. Combat,/game/pc/gi-combat,PC,4-Nov-02,38,3.6,Freedom Games,Strategy First,"Strategy, Real-Time, Wargame, Real-Time, General",T
Driven,/game/playstation-2/driven,PlayStation 2,6-Nov-01,38,3,Bam Entertainment,Bam Entertainment,"Driving, Racing, Formula One",T
Pimp My Ride,/game/xbox-360/pimp-my-ride,Xbox 360,6-Dec-06,38,3.8,Eutechnyx,Activision,"Driving, Racing, Arcade, Other, Other",T
Godzilla Unleashed,/game/playstation-2/godzilla-unleashed,PlayStation 2,20-Nov-07,38,6.3,"Pipeworks Software, Inc.",Atari,"Action Adventure, Sci-Fi",E10+
DARK,/game/xbox-360/dark,Xbox 360,9-Jul-13,38,4.1,Kalypso,Kalypso,"Action Adventure, Modern, General, Modern, Linear",M
The Walking Dead: Survival Instinct,/game/pc/the-walking-dead-survival-instinct,PC,19-Mar-13,38,2.6,Terminal Reality,Activision,"Action, Shooter, Shooter, First-Person, Sci-Fi, Sci-Fi, Arcade",M
Teenage Mutant Ninja Turtles: Out of the Shadows,/game/xbox-360/teenage-mutant-ninja-turtles-out-of-the-shadows,Xbox 360,28-Aug-13,38,5.3,Red Fly Studio,Activision,"Action, Beat-'Em-Up, Beat-'Em-Up, 3D",T
Naruto Shippuden: Dragon Blade Chronicles,/game/wii/naruto-shippuden-dragon-blade-chronicles,Wii,12-Nov-10,38,3.3,"Eighting, Takara Tomy",Tomy Corporation,"Action, General, Fighting, General, 3D",E10+
Vampire Rain,/game/xbox-360/vampire-rain,Xbox 360,3-Jul-07,38,3.1,Artoon,Ignition Entertainment,"Action Adventure, Horror, Horror, Survival",M
Thor: God of Thunder,/game/xbox-360/thor-god-of-thunder,Xbox 360,3-May-11,38,5.7,Liquid Entertainment,Sega,"Action, General, General",T
Project Root,/game/xbox-one/project-root,Xbox One,29-Apr-15,38,5,Pablo Testa,Reverb Triple XP,"Action, Shooter, Shoot-'Em-Up, Vertical",T
Carnival Games: Mini-Golf,/game/wii/carnival-games-mini-golf,Wii,20-Oct-08,38,6.3,Cat Daddy Games,2K Play,"Sports, Traditional, Individual, Golf, Arcade, Arcade",E
Raven Squad: Operation Hidden Dagger,/game/xbox-360/raven-squad-operation-hidden-dagger,Xbox 360,25-Aug-09,38,3.5,Atomic Motion,Evolved Games,"Action, General, General",T
Seven Kingdoms: Conquest,/game/pc/seven-kingdoms-conquest,PC,15-Oct-07,38,4,"Enlight Software, Infinite Interactive",Enlight Software,"Strategy, Real-Time, Historic, Historic, Command",T
Kengo: Legend of the 9,/game/xbox-360/kengo-legend-of-the-9,Xbox 360,11-Sep-07,38,4.1,Genki,Majesco Games,"Action, Beat-'Em-Up, Beat-'Em-Up, 2D",M
The Simpsons Skateboarding,/game/playstation-2/the-simpsons-skateboarding,PlayStation 2,11-Nov-02,38,4,The Code Monkeys,Electronic Arts,"Sports, Alternative, Skateboarding",T
Blades of Time,/game/switch/blades-of-time,Switch,14-May-19,38,4.9,Gaijin Distribution,Gaijin Distribution,"Action, General",M
Rock Revolution,/game/xbox-360/rock-revolution,Xbox 360,15-Oct-08,38,5.2,"Zoe Mode, HB Studios Multimedia",Konami,"Action, Miscellaneous, Rhythm, Music, Music",T
Legend of the Dragon,/game/psp/legend-of-the-dragon,PSP,29-May-07,38,5.3,Neko Entertainment,The Game Factory,"Action, Fighting, Fighting, 3D, 3D",T
Heavy Fire: Red Shadow,/game/playstation-4/heavy-fire-red-shadow,PlayStation 4,16-Oct-18,38,4.3,Mastiff,Mastiff,"Action, Shooter, First-Person, Arcade",T
Terminator 3: Rise of the Machines,/game/playstation-2/terminator-3-rise-of-the-machines,PlayStation 2,11-Nov-03,38,5.9,Black Ops Entertainment,Atari,"Action Adventure, Sci-Fi",T
SoulCalibur: Lost Swords,/game/playstation-3/soulcalibur-lost-swords,PlayStation 3,22-Apr-14,38,2,Bandai Namco Games,Bandai Namco Games,"Action, Fighting, 3D",T
Dying: Reborn,/game/playstation-4/dying-reborn,PlayStation 4,28-Feb-17,38,5.2,Nekcom,Oasis Games,"Adventure, 3D, First-Person",M
"Harry Potter and the Deathly Hallows, Part 1",/game/playstation-3/harry-potter-and-the-deathly-hallows-part-1,PlayStation 3,16-Nov-10,38,2.9,EA Bright Light,Electronic Arts,"Action, Shooter, Shooter, Third-Person, Fantasy, Fantasy, Arcade",T
Hello Neighbor,/game/pc/hello-neighbor,PC,8-Dec-17,38,4.7,Dynamic Pixels,tinyBuild,"Action, Adventure, General, 3D, First-Person",E10+
Looney Tunes: Acme Arsenal,/game/playstation-2/looney-tunes-acme-arsenal,PlayStation 2,9-Oct-07,38,5.2,Red Tribe,Warner Bros. Interactive Entertainment,"Action Adventure, Fantasy",E10+
ECW Anarchy Rulz,/game/dreamcast/ecw-anarchy-rulz,Dreamcast,30-Dec-00,38,7.8,Acclaim Studios Salt Lake City,Acclaim,"Action, Fighting, Wrestling",M
Left Behind: Eternal Forces,/game/pc/left-behind-eternal-forces,PC,7-Nov-06,38,3.5,Left Behind Games,Left Behind Games,"Strategy, Real-Time, Sci-Fi, Sci-Fi, General",T
The Mummy: Tomb of the Dragon Emperor,/game/playstation-2/the-mummy-tomb-of-the-dragon-emperor,PlayStation 2,22-Jul-08,38,6.1,Eurocom Entertainment Software,Sierra Entertainment,"Action Adventure, Fantasy",T
Evolution Snowboarding,/game/playstation-2/evolution-snowboarding,PlayStation 2,26-Nov-02,38,tbd,Konami,Konami,"Sports, Alternative, Snowboarding",T
Star Wars Episode II: Attack of the Clones,/game/game-boy-advance/star-wars-episode-ii-attack-of-the-clones,Game Boy Advance,30-May-02,38,3.8,David A. Palmer Productions,THQ,"Action Adventure, Sci-Fi",E
The Ripping Friends,/game/game-boy-advance/the-ripping-friends,Game Boy Advance,24-Mar-02,38,tbd,Creations,THQ,"Action, Beat-'Em-Up",E
Steel Battalion: Heavy Armor,/game/xbox-360/steel-battalion-heavy-armor,Xbox 360,19-Jun-12,38,2.5,From Software,Capcom,"Simulation, Sci-Fi, Vehicle, Mech, Mech, Combat",M
Godzilla,/game/playstation-4/godzilla,PlayStation 4,14-Jul-15,38,3.3,NATSUME ATARI Inc.,Bandai Namco Games,"Action, General",T
Bubble Bobble Revolution,/game/ds/bubble-bobble-revolution,DS,3-Oct-06,38,6.2,Taito Corporation,Codemasters,"Action, Platformer, Platformer, 2D, 2D",E
Pure Futbol,/game/xbox-360/pure-futbol,Xbox 360,1-Jun-10,38,7.9,Ubisoft Vancouver,Ubisoft,"Sports, Traditional, Team, Soccer, Sim, Arcade, Arcade",E
"Harry Potter and the Deathly Hallows, Part 1",/game/xbox-360/harry-potter-and-the-deathly-hallows-part-1,Xbox 360,16-Nov-10,38,4.8,EA Bright Light,Electronic Arts,"Action, Shooter, Shooter, Third-Person, Fantasy, Fantasy, Arcade",T
Far Cry Vengeance,/game/wii/far-cry-vengeance,Wii,12-Dec-06,38,5.4,Ubisoft Montreal,Ubisoft,"Action, Shooter, Shooter, First-Person, Modern, Modern, Arcade",M
Touhou Kobuto V: Burst Battle,/game/switch/touhou-kobuto-v-burst-battle,Switch,10-Oct-17,38,5.3,CUBETYPE,NIS America,"Action, Fighting, 3D",T
Randall,/game/playstation-4/randall,PlayStation 4,6-Jun-17,38,2.5,We The Force,We The Force,"Action, Platformer, 2D",T
Tenchu: Dark Secret,/game/ds/tenchu-dark-secret,DS,21-Aug-06,37,5.8,"From Software, Polygon Magic",Nintendo,"Action Adventure, Historic, General, Historic",T
Napoleon Dynamite: The Game,/game/psp/napoleon-dynamite-the-game,PSP,23-Oct-07,37,4.6,7 Studios,Crave,"Action, Miscellaneous, Puzzle, General, General, Puzzle, Party / Minigame, General",E10+
Torino 2006 - The Official Video Game of the XX Olympic Winter Games,/game/pc/torino-2006---the-official-video-game-of-the-xx-olympic-winter-games,PC,24-Jan-06,37,5.5,49Games,2K Sports,"Sports, Olympic Sports, Olympic Sports, Individual, Athletics",E
Pocket Pool,/game/psp/pocket-pool,PSP,18-Apr-07,37,tbd,Conspiracy Entertainment,Eidos Interactive,"Sports, Miscellaneous, Parlor, Individual, Billiards, Billiards",M
Speed Zone,/game/wii/speed-zone,Wii,18-Aug-09,37,3.8,Awesome Play Ltd.,Detn8,"Driving, Racing, Arcade, Futuristic, Futuristic",E
TMNT,/game/psp/tmnt,PSP,20-Mar-07,37,4.3,Ubisoft Montreal,Ubisoft,"Action, Beat-'Em-Up, Beat-'Em-Up, 2D",E10+
Aqua Teen Hunger Force Zombie Ninja Pro-Am,/game/playstation-2/aqua-teen-hunger-force-zombie-ninja-pro-am,PlayStation 2,5-Nov-07,37,6.3,Creat Studios,Midway,"Action, General",M
Shifters,/game/playstation-2/shifters,PlayStation 2,17-Jun-02,37,5.9,3DO,3DO,"Action Adventure, Fantasy",T
Legend of the Dragon,/game/wii/legend-of-the-dragon,Wii,1-May-07,37,4.8,Neko Entertainment,The Game Factory,"Action, Fighting, Fighting, 3D, 3D",T
Quantum Theory,/game/xbox-360/quantum-theory,Xbox 360,28-Sep-10,37,3.6,Tecmo,Tecmo,"Action, Shooter, Shooter, Third-Person, Fantasy, Fantasy, Arcade",M
Duke Nukem: Land of the Babes,/game/playstation/duke-nukem-land-of-the-babes,PlayStation,19-Sep-00,37,6.9,n-Space,GT Interactive,"Action, Shooter, Third-Person, Sci-Fi",M
Fight Club,/game/xbox/fight-club,Xbox,16-Nov-04,37,4.9,Genuine Games,VU Games,"Action, Fighting, 3D",M
Agony,/game/playstation-4/agony,PlayStation 4,29-May-18,37,4.6,Madmind Studio,PlayWay,"Action Adventure, General, Survival",M
Crash Boom Bang!,/game/ds/crash-boom-bang!,DS,10-Oct-06,37,4.4,Dimps Corporation,Sierra Entertainment,"Miscellaneous, Party, Party, Party / Minigame",E
Gauntlet: Dark Legacy,/game/game-boy-advance/gauntlet-dark-legacy,Game Boy Advance,25-Nov-02,37,tbd,Pocket Studios,Midway,"Action, Beat-'Em-Up",T
Hour of Victory,/game/xbox-360/hour-of-victory,Xbox 360,25-Jun-07,37,3.1,Nfusion,Midway,"Action, Shooter, Shooter, First-Person, Historic, Historic, Arcade",T
Blackwater,/game/xbox-360/blackwater,Xbox 360,25-Oct-11,37,4.8,Zombie Studios,505 Games,"Action, Shooter, Shooter, First-Person, Modern, Modern, Arcade",T
NFL Blitz 20-02,/game/game-boy-advance/nfl-blitz-20-02,Game Boy Advance,17-Sep-01,37,tbd,OutLook Entertainment,Midway,"Sports, Traditional, Football, Arcade",E
Left Alive,/game/playstation-4/left-alive,PlayStation 4,5-Mar-19,37,8.3,"Square Enix, ilinx inc.",Square Enix,"Action Adventure, General",M
Defender,/game/game-boy-advance/defender,Game Boy Advance,3-Nov-02,37,tbd,OutLook Entertainment,Midway,"Action, Shooter, Scrolling",E
Rocky and Bullwinkle,/game/xbox-360/rocky-and-bullwinkle,Xbox 360,16-Apr-08,37,4.4,Zen Studios,Microsoft Game Studios,"Miscellaneous, Party, Party, Party / Minigame",E
Underworld Ascendant,/game/pc/underworld-ascendant,PC,15-Nov-18,37,2.1,OtherSide Entertainment,OtherSide Entertainment,"Role-Playing, General",T
Wonder World Amusement Park,/game/wii/wonder-world-amusement-park,Wii,8-Jul-08,37,4.5,Coyote Console,Majesco Games,"Miscellaneous, Party, Party, Party / Minigame",E
Ready 2 Rumble Revolution,/game/wii/ready-2-rumble-revolution,Wii,17-Mar-09,37,4.4,10tacle Studios,Atari,"Sports, Traditional, Individual, Boxing, Boxing, Combat, Boxing / Martial Arts",T
Mike Tyson Heavyweight Boxing,/game/xbox/mike-tyson-heavyweight-boxing,Xbox,17-Jul-02,37,tbd,Atomic Planet Entertainment,Codemasters,"Sports, Traditional, Boxing",T
Crystal Rift,/game/playstation-4/crystal-rift,PlayStation 4,29-Nov-16,37,6.6,Psytec Games Ltd,Psytec Games Ltd,"Role-Playing, Western-Style",T
Traitors Gate 2,/game/pc/traitors-gate-2,PC,2-Nov-03,37,3.8,258 Productions AB,The Adventure Company,"Adventure, 3D, Modern, Third-Person",T
Frogger 2,/game/xbox-360/frogger-2,Xbox 360,11-Jun-08,37,6.3,"Voltex, Inc.",Konami,"Action, General, General",E
Escape from Bug Island,/game/wii/escape-from-bug-island,Wii,25-Jul-07,37,5.3,Spike,Eidos Interactive,"Action Adventure, Horror, Horror, Survival",M
Tamagotchi Party On!,/game/wii/tamagotchi-party-on!,Wii,29-May-07,37,4,h.a.n.d. Inc.,Namco Bandai Games America,"Miscellaneous, Party, Party, Party / Minigame",E
3D Classics: Urban Champion,/game/3ds/3d-classics-urban-champion,3DS,18-Aug-11,37,5.7,Arika,Nintendo,"Action, Fighting, Fighting, 2D, 2D",E10+
Lucha Fury,/game/xbox-360/lucha-fury,Xbox 360,22-Jun-11,37,5.9,Punchers Impact,Mindscape Inc.,"Action, Beat-'Em-Up, Beat-'Em-Up, 2D",T
Fluster Cluck,/game/playstation-4/fluster-cluck,PlayStation 4,21-Oct-14,37,4.1,LOOT Entertainment,LOOT Entertainment,"Action, General",E
Combat Medic: Special Operations,/game/pc/combat-medic-special-operations,PC,30-Apr-02,37,4.8,Legacy Interactive,Legacy Interactive,"Action Adventure, Modern, General, Modern",T
Past Cure,/game/playstation-4/past-cure,PlayStation 4,23-Feb-18,37,4.7,Phantom 8,Phantom 8,"Action, General",M
Dead Space Ignition,/game/playstation-3/dead-space-ignition,PlayStation 3,12-Oct-10,36,3.9,Sumo Digital,Electronic Arts,"Puzzle, Miscellaneous, Puzzle, Action, Puzzle, Shooter, Third-Person, Action, General, Sci-Fi",M
Pimp My Ride,/game/playstation-2/pimp-my-ride,PlayStation 2,21-Nov-06,36,4.4,Eutechnyx,Activision,"Strategy, General",T
The History Channel: Battle for the Pacific,/game/playstation-3/the-history-channel-battle-for-the-pacific,PlayStation 3,19-Feb-08,36,1.8,Activision,Activision,"Action, Shooter, Shooter, First-Person, Historic, Historic, Arcade",T
Sniper: Art of Victory,/game/pc/sniper-art-of-victory,PC,16-Oct-08,36,3.2,City Interactive,City Interactive,"Action, Shooter, Shooter, First-Person, Tactical, Historic, Historic",M
Torino 2006 - the Official Video Game of the XX Olympic Winter Games,/game/xbox/torino-2006---the-official-video-game-of-the-xx-olympic-winter-games,Xbox,24-Jan-06,36,tbd,49Games,2K Sports,"Sports, Olympic Sports",E
Darkstar: The Interactive Movie,/game/pc/darkstar-the-interactive-movie,PC,8-Nov-10,36,6.3,Parallax Software,Parallax Software,"Action, Adventure, Interactive Movie, General, Interactive Movie",M
Shaq Fu: A Legend Reborn,/game/playstation-4/shaq-fu-a-legend-reborn,PlayStation 4,5-Jun-18,36,5.2,Big Deez Productions,Saber Interactive,"Action, Beat-'Em-Up, 2D",T
The Sum of All Fears,/game/gamecube/the-sum-of-all-fears,GameCube,9-Jan-03,36,3.6,Ubisoft Shanghai,Ubisoft,"Action, Shooter, First-Person, Tactical, Modern",T
Kung Fu Rider,/game/playstation-3/kung-fu-rider,PlayStation 3,7-Sep-10,36,4.3,SCE Japan Studio,SCEA,"Action, General, General",E10+
NBA Live 14,/game/xbox-one/nba-live-14,Xbox One,19-Nov-13,36,3.1,EA Sports,Electronic Arts,"Arcade, Sports, Traditional, Team, Basketball, Arcade",E
Coffin Dodgers,/game/playstation-4/coffin-dodgers,PlayStation 4,3-May-16,36,4.6,Milky Tea Studios,Wales Interactive Ltd.,"Racing, Arcade, Automobile",T
X-Men: Destiny,/game/wii/x-men-destiny,Wii,27-Sep-11,36,4.1,Silicon Knights,Activision,"Action, Beat-'Em-Up, Beat-'Em-Up, 3D",T
Fantastic Four: Rise of the Silver Surfer,/game/playstation-2/fantastic-four-rise-of-the-silver-surfer,PlayStation 2,15-Jun-07,36,6.3,7 Studios,Take-Two Interactive,"Action, General",T
Damnation,/game/xbox-360/damnation,Xbox 360,26-May-09,36,5.3,Blue Omega,Codemasters,"Action, Shooter, Shooter, Third-Person, Sci-Fi, Sci-Fi, Arcade",M
The Shield: The Game,/game/playstation-2/the-shield-the-game,PlayStation 2,9-Jan-07,36,5.4,Point of View,Aspyr,"Action, Shooter, Third-Person, Modern",M
Orion: Dino Horde,/game/pc/orion-dino-horde,PC,4-May-12,36,5.7,Spiral Game Studios,Spiral Game Studios,"Action, Shooter, Shooter, First-Person, Sci-Fi, Arcade",T
Dream Chronicles,/game/xbox-360/dream-chronicles,Xbox 360,20-Oct-10,36,tbd,PlayFirst,Hudson Entertainment,"Miscellaneous, Puzzle, Puzzle, Hidden Object, General, Puzzle, General",E
Power Gig: Rise of the SixString,/game/playstation-3/power-gig-rise-of-the-sixstring,PlayStation 3,19-Oct-10,36,2.4,Seven45 Studios,Seven45 Studios,"Action, Miscellaneous, Rhythm, Music Maker, Music Maker, Music",T
Air Conflicts: Aces of World War II,/game/psp/air-conflicts-aces-of-world-war-ii,PSP,14-Apr-09,36,tbd,Cowboy Rodeo,Graffiti Entertainment,"Simulation, Flight, WWII, WWII, Combat",T
MTV's Celebrity Deathmatch,/game/xbox/mtvs-celebrity-deathmatch,Xbox,14-Oct-03,36,1.9,Big Ape Productions,Gotham Games,"Action, Fighting, 3D",M
Disney Sports Skateboarding,/game/gamecube/disney-sports-skateboarding,GameCube,17-Nov-02,36,4.7,KCEO,Konami,"Sports, Alternative, Skateboarding",E
